x,x,o,x,x,o,o,o,b,win
x,x,o,x,x,o,o,b,b,lose
x,x,o,x,x,o,b,o,b,lose
x,x,o,x,x,b,o,o,b,lose
x,x,o,x,x,b,o,b,o,lose
x,x,o,x,x,b,b,o,o,lose
x,x,o,x,o,x,b,o,o,win
x,x,o,x,o,x,b,o,b,lose
x,x,o,x,o,x,b,b,o,lose
x,x,o,x,o,o,b,x,b,lose
x,x,o,x,o,o,b,o,x,win
x,x,o,x,o,o,b,b,x,lose
x,x,o,x,o,o,b,b,b,win
x,x,o,x,o,b,b,x,o,lose
x,x,o,x,o,b,b,o,x,lose
x,x,o,x,o,b,b,o,b,win
x,x,o,x,o,b,b,b,o,win
x,x,o,x,o,b,b,b,b,lose
x,x,o,x,b,x,o,o,b,lose
x,x,o,x,b,x,o,b,o,lose
x,x,o,x,b,x,b,o,o,lose
x,x,o,x,b,o,o,x,b,lose
x,x,o,x,b,o,o,o,x,win
x,x,o,x,b,o,o,b,x,lose
x,x,o,x,b,o,o,b,b,lose
x,x,o,x,b,o,b,o,x,win
x,x,o,x,b,o,b,o,b,win
x,x,o,x,b,o,b,b,b,lose
x,x,o,x,b,b,o,x,o,lose
x,x,o,x,b,b,o,o,x,lose
x,x,o,x,b,b,o,o,b,lose
x,x,o,x,b,b,o,b,o,lose
x,x,o,x,b,b,o,b,b,lose
x,x,o,x,b,b,b,o,o,win
x,x,o,x,b,b,b,o,b,lose
x,x,o,x,b,b,b,b,o,lose
x,x,o,o,x,x,o,o,b,win
x,x,o,o,x,x,o,b,o,win
x,x,o,o,x,x,o,b,b,win
x,x,o,o,x,x,b,o,o,draw
x,x,o,o,x,x,b,o,b,draw
x,x,o,o,x,x,b,b,o,draw
x,x,o,o,x,o,x,o,b,win
x,x,o,o,x,o,x,b,b,lose
x,x,o,o,x,o,b,b,b,win
x,x,o,o,x,b,x,o,o,draw
x,x,o,o,x,b,x,o,b,draw
x,x,o,o,x,b,x,b,o,lose
x,x,o,o,x,b,o,b,b,win
x,x,o,o,x,b,b,o,b,win
x,x,o,o,x,b,b,b,o,win
x,x,o,o,x,b,b,b,b,win
x,x,o,o,o,x,x,o,b,draw
x,x,o,o,o,x,x,b,o,draw
x,x,o,o,o,x,x,b,b,draw
x,x,o,o,o,x,b,x,o,draw
x,x,o,o,o,x,b,x,b,lose
x,x,o,o,o,x,b,o,x,draw
x,x,o,o,o,x,b,b,x,lose
x,x,o,o,o,x,b,b,b,draw
x,x,o,o,o,b,x,x,o,draw
x,x,o,o,o,b,x,x,b,lose
x,x,o,o,o,b,x,o,x,draw
x,x,o,o,o,b,x,b,x,lose
x,x,o,o,o,b,x,b,b,draw
x,x,o,o,o,b,b,x,x,lose
x,x,o,o,o,b,b,x,b,lose
x,x,o,o,o,b,b,b,x,lose
x,x,o,o,b,x,x,o,o,draw
x,x,o,o,b,x,x,o,b,draw
x,x,o,o,b,x,x,b,o,draw
x,x,o,o,b,x,o,x,o,win
x,x,o,o,b,x,o,x,b,lose
x,x,o,o,b,x,o,o,x,win
x,x,o,o,b,x,o,b,x,lose
x,x,o,o,b,x,o,b,b,win
x,x,o,o,b,x,b,x,o,draw
x,x,o,o,b,x,b,o,x,draw
x,x,o,o,b,x,b,o,b,draw
x,x,o,o,b,x,b,b,o,draw
x,x,o,o,b,x,b,b,b,draw
x,x,o,o,b,o,x,x,b,lose
x,x,o,o,b,o,x,o,x,win
x,x,o,o,b,o,x,b,x,lose
x,x,o,o,b,o,x,b,b,lose
x,x,o,o,b,o,o,x,x,win
x,x,o,o,b,o,b,x,x,lose
x,x,o,o,b,o,b,x,b,win
x,x,o,o,b,o,b,b,x,win
x,x,o,o,b,b,x,x,o,lose
x,x,o,o,b,b,x,o,x,draw
x,x,o,o,b,b,x,o,b,draw
x,x,o,o,b,b,x,b,o,draw
x,x,o,o,b,b,x,b,b,lose
x,x,o,o,b,b,o,x,x,lose
x,x,o,o,b,b,o,x,b,win
x,x,o,o,b,b,o,b,x,win
x,x,o,o,b,b,b,x,o,win
x,x,o,o,b,b,b,x,b,lose
x,x,o,o,b,b,b,o,x,win
x,x,o,o,b,b,b,b,x,lose
x,x,o,o,b,b,b,b,b,win
x,x,o,b,x,x,o,o,b,lose
x,x,o,b,x,x,o,b,o,lose
x,x,o,b,x,x,b,o,o,lose
x,x,o,b,x,o,x,o,b,lose
x,x,o,b,x,o,o,b,b,win
x,x,o,b,x,o,b,o,b,win
x,x,o,b,x,o,b,b,b,lose
x,x,o,b,x,b,x,o,o,lose
x,x,o,b,x,b,o,o,b,win
x,x,o,b,x,b,o,b,o,win
x,x,o,b,x,b,o,b,b,win
x,x,o,b,x,b,b,o,o,lose
x,x,o,b,x,b,b,o,b,lose
x,x,o,b,x,b,b,b,o,lose
x,x,o,b,o,x,x,o,o,win
x,x,o,b,o,x,x,o,b,draw
x,x,o,b,o,x,x,b,o,draw
x,x,o,b,o,x,b,x,o,lose
x,x,o,b,o,x,b,o,x,lose
x,x,o,b,o,x,b,o,b,draw
x,x,o,b,o,x,b,b,o,draw
x,x,o,b,o,x,b,b,b,lose
x,x,o,b,o,o,x,x,b,lose
x,x,o,b,o,o,x,o,x,win
x,x,o,b,o,o,x,b,x,lose
x,x,o,b,o,o,x,b,b,win
x,x,o,b,o,o,b,x,x,lose
x,x,o,b,o,o,b,x,b,lose
x,x,o,b,o,o,b,b,x,lose
x,x,o,b,o,b,x,x,o,lose
x,x,o,b,o,b,x,o,x,draw
x,x,o,b,o,b,x,o,b,win
x,x,o,b,o,b,x,b,o,win
x,x,o,b,o,b,x,b,b,draw
x,x,o,b,o,b,b,x,o,lose
x,x,o,b,o,b,b,x,b,lose
x,x,o,b,o,b,b,o,x,draw
x,x,o,b,o,b,b,b,x,lose
x,x,o,b,o,b,b,b,b,draw
x,x,o,b,b,x,x,o,o,draw
x,x,o,b,b,x,o,x,o,lose
x,x,o,b,b,x,o,o,x,lose
x,x,o,b,b,x,o,o,b,lose
x,x,o,b,b,x,o,b,o,lose
x,x,o,b,b,x,o,b,b,lose
x,x,o,b,b,x,b,o,o,draw
x,x,o,b,b,x,b,o,b,lose
x,x,o,b,b,x,b,b,o,lose
x,x,o,b,b,o,x,o,x,win
x,x,o,b,b,o,x,o,b,win
x,x,o,b,b,o,x,b,b,lose
x,x,o,b,b,o,o,x,x,lose
x,x,o,b,b,o,o,x,b,win
x,x,o,b,b,o,o,b,x,win
x,x,o,b,b,o,b,x,b,lose
x,x,o,b,b,o,b,o,x,win
x,x,o,b,b,o,b,b,x,lose
x,x,o,b,b,o,b,b,b,lose
x,x,o,b,b,b,x,o,o,win
x,x,o,b,b,b,x,o,b,draw
x,x,o,b,b,b,x,b,o,lose
x,x,o,b,b,b,o,x,o,win
x,x,o,b,b,b,o,x,b,lose
x,x,o,b,b,b,o,o,x,win
x,x,o,b,b,b,o,b,x,lose
x,x,o,b,b,b,o,b,b,win
x,x,o,b,b,b,b,x,o,lose
x,x,o,b,b,b,b,o,x,draw
x,x,o,b,b,b,b,o,b,draw
x,x,o,b,b,b,b,b,o,lose
x,x,o,b,b,b,b,b,b,lose
x,x,b,x,x,o,o,o,b,lose
x,x,b,x,x,o,o,b,o,lose
x,x,b,x,x,o,b,o,o,lose
x,x,b,x,o,x,o,o,b,lose
x,x,b,x,o,x,o,b,o,lose
x,x,b,x,o,x,b,o,o,lose
x,x,b,x,o,o,o,x,o,win
x,x,b,x,o,o,o,x,b,lose
x,x,b,x,o,o,o,o,x,win
x,x,b,x,o,o,o,b,x,lose
x,x,b,x,o,o,o,b,b,win
x,x,b,x,o,o,b,x,o,lose
x,x,b,x,o,o,b,o,x,win
x,x,b,x,o,o,b,o,b,win
x,x,b,x,o,o,b,b,o,win
x,x,b,x,o,o,b,b,b,win
x,x,b,x,o,b,o,x,o,lose
x,x,b,x,o,b,o,o,x,lose
x,x,b,x,o,b,o,o,b,win
x,x,b,x,o,b,o,b,o,win
x,x,b,x,o,b,o,b,b,lose
x,x,b,x,o,b,b,o,o,win
x,x,b,x,o,b,b,o,b,win
x,x,b,x,o,b,b,b,o,win
x,x,b,x,b,o,o,x,o,lose
x,x,b,x,b,o,o,o,x,win
x,x,b,x,b,o,o,o,b,win
x,x,b,x,b,o,o,b,o,win
x,x,b,x,b,o,o,b,b,lose
x,x,b,x,b,o,b,o,o,win
x,x,b,x,b,o,b,o,b,win
x,x,b,x,b,o,b,b,o,lose
x,x,b,x,b,b,o,o,b,lose
x,x,b,x,b,b,o,b,o,lose
x,x,b,x,b,b,b,o,o,lose
x,x,b,o,x,x,o,o,b,lose
x,x,b,o,x,x,o,b,o,lose
x,x,b,o,x,x,b,o,o,lose
x,x,b,o,x,o,x,o,o,win
x,x,b,o,x,o,x,o,b,win
x,x,b,o,x,o,x,b,o,lose
x,x,b,o,x,o,o,b,b,win
x,x,b,o,x,o,b,o,b,win
x,x,b,o,x,o,b,b,o,win
x,x,b,o,x,o,b,b,b,win
x,x,b,o,x,b,x,o,o,draw
x,x,b,o,x,b,o,o,b,win
x,x,b,o,x,b,o,b,o,win
x,x,b,o,x,b,o,b,b,win
x,x,b,o,x,b,b,o,o,win
x,x,b,o,x,b,b,o,b,win
x,x,b,o,x,b,b,b,o,win
x,x,b,o,o,x,x,o,o,win
x,x,b,o,o,x,x,o,b,draw
x,x,b,o,o,x,x,b,o,draw
x,x,b,o,o,x,o,x,o,win
x,x,b,o,o,x,o,x,b,lose
x,x,b,o,o,x,o,o,x,win
x,x,b,o,o,x,o,b,x,lose
x,x,b,o,o,x,o,b,b,win
x,x,b,o,o,x,b,x,o,draw
x,x,b,o,o,x,b,o,x,draw
x,x,b,o,o,x,b,o,b,win
x,x,b,o,o,x,b,b,o,win
